"                 /;.,   3 ",UFV,CNPJ,Unidade,Frente,Natureza,Portfólio,Fornecedor,Contrato original,Aditivo 1,Aditivo 2,Aditivo 3,Aditivo 4,Aditivo 5,Valor total,FD.Medido,Medição,FD+Medição,Saldo a Medir,Avanço Contratual%,"Pagamento? 
Sim / Não",OBS:
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Sistemas de Monitoramento - CFTV,Solatio,Maxvision,289840.9,0,12311.04,0.0,0.0,0.0,302151.94,0.0,302151.93999999994,302151.93999999994,0.0,0.9999999999999998,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Serviços Auxiliares - Drenagem,Solatio,Baldoni,832038.75,0,0,0.0,0.0,0.0,832038.75,0.0,832038.75,832038.75,0.0,1.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Serviços Auxiliares - Terraplanagem,Solatio,Baldoni,728565.79,234513.69999999995,14075,0.0,0.0,0.0,977154.49,0.0,977154.49,977154.49,0.0,1.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Serviços Auxiliares - Supressão Vegetal,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,RDR-Rede de Distribuição Rural,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Escopo COMERC,Solatio,0,75911.42,30000,,0.0,0.0,0.0,105911.42,0.0,76910.2,76910.2,29001.22,0.7261747600022735,S,Escopo Comerc
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Escopo COMERC - Segurança,Solatio,0,172029.36,0,0,0.0,0.0,0.0,172029.36,0.0,172029.36,172029.36,0.0,1.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Conexão MT - Obras Transferencia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Bases de Contaniers,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Construção - Serviços de Construção - Ase Engenharia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Full EPC - Contrato Sobressalentes,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Construção - Serviços de Construção - NOVA MORADA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Solatio,Gos Florestal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Cercamento das bacias de contenção ciclo 2,Solatio,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
58.0,Varginha 2,MORI MINAS V,NewCo V,1,Total,Solatio,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Conexão AT - Obras,Solatio,N.A,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Conexão MT - Obras,Solatio,REMO,212262.03,234977.9,0,0.0,0.0,0.0,447239.93,73493.31,373746.62,447239.93,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Construção - Serviços de Construção,Solatio,GLD,2691000,832533.27,480541,52647.0,444757.81,5723.17,4507202.25,273535.69,4233656.55,4507192.24,10.009999999776483,0.9999977791100899,N,Em Processo Judicial
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Construção - Serviços de Construção - Substituição,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Construção - RDA Interno,Solatio,Engeluz,330000,172155.52,0,0.0,0.0,0.0,502155.52,0.0,502155.5200000001,502155.5200000001,0.0,1.0000000000000002,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Full EPC - Contrato,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A - Outros (Transformadores),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A - Outros (Cabine + Skid),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Solatio,Romagnole,1273134.523384,0,0,0.0,0.0,0.0,1273134.523384,0.0,1273134.523384,1273134.523384,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Solatio,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Projetos - Executivos,Solatio,Enersolar,36466.7,0,0,0.0,0.0,0.0,36466.7,0.0,36466.7,36466.7,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Projetos Básica,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Projetos Detalhada,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Ambiental / Outros,Solatio,Varios,113829.28,0,0,0.0,0.0,0.0,113829.28,0.0,113829.28,113829.28,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Desenvolvimento de projeto - Coordenograma,Solatio, PROJETTI,6206.9,2281.25,0,0.0,0.0,0.0,8488.15,0.0,8488.15,8488.15,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Sistemas de Monitoramento - Supervisório,Solatio,ATI,136154.95,,0,0.0,0.0,0.0,136154.95,0.0,136154.95,136154.95,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Sistemas de Monitoramento - Estações Solarimétricas,Solatio,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Sistemas de Monitoramento - CFTV,Solatio,Maxvision,322939.81,4730.52,0,0.0,0.0,0.0,327670.33,4634.86,323035.47000000003,327670.33,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Serviços Auxiliares - Drenagem,Solatio,ADITIVO INCLUSO EPC GLD,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Serviços Auxiliares - Terraplanagem,Solatio,Baldoni,412000,262241.94,0,0.0,0.0,0.0,674241.94,0.0,674241.94,674241.94,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Serviços Auxiliares - Supressão Vegetal,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,RDR-Rede de Distribuição Rural,Solatio,MBA,101000,0,0,0.0,0.0,0.0,101000.0,101000.0,0.0,101000.0,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Escopo COMERC,Solatio,0,42859.93,26500,,0.0,0.0,0.0,69359.93,0.0,43858.71,43858.71,25501.219999999994,0.6323349807302285,S,Escopo Comerc
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Escopo COMERC - Segurança,Solatio,0,126186.23999999999,0,0,0.0,0.0,0.0,126186.23999999999,0.0,126186.23999999999,126186.23999999999,0.0,1.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Conexão MT - Obras Transferencia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Bases de Contaniers,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Construção - Serviços de Construção - Ase Engenharia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Full EPC - Contrato Sobressalentes,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Construção - Serviços de Construção - NOVA MORADA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Solatio,Gos Florestal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Cercamento das bacias de contenção ciclo 2,Solatio,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
59.0,Varginha 5,MORI MINAS IV,NewCo IV,1,Total,Solatio,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Conexão AT - Obras,Solatio,MBA,636128.07,0,0,0.0,0.0,0.0,636128.07,182173.28999999998,453954.78,636128.0700000001,0.0,1.0000000000000002,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Conexão MT - Obras,Solatio,MBA,1160000,239000,15000,1945000.0,-281396.0,56318.7999999998,3133922.8,1826774.6,1307148.2,3133922.8,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção,Solatio,GLD,2691000,52647,49665,320826.45,0.0,0.0,3114138.45,881322.96,1922844.6,2804167.56,309970.89000000013,0.9004633560848908,N,Em Processo Judicial
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - Substituição,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Construção - RDA Interno,Solatio,Eletrocamp,378667.8,6400,7304.55,0.0,0.0,0.0,392372.35,0.0,392372.35000000003,392372.35000000003,0.0,1.0000000000000002,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Full EPC - Contrato,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Transformadores),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Cabine + Skid),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Solatio,Romagnole,1180651.726438514,0,0,0.0,0.0,0.0,1180651.726438514,0.0,1180651.726438514,1180651.726438514,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Solatio,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos - Executivos,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos Básica,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos Detalhada,Solatio,GLD,93783,41102.12,0,0.0,0.0,0.0,134885.12,0.0,134885.12,134885.12,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Ambiental / Outros,Solatio,Varios,80944.14,0,0,0.0,0.0,0.0,80944.14,0.0,80944.14,80944.14,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Coordenograma,Solatio, PROJETTI,6206.9,0,0,0.0,0.0,0.0,6206.9,0.0,6206.9,6206.9,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - Supervisório,Solatio,ATI,136155.01,,0,0.0,0.0,0.0,136155.01,5821.02,130333.99,136155.01,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - Estações Solarimétricas,Solatio,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - CFTV,Solatio,Maxvision,256550.8,0,31040.88,0.0,0.0,0.0,287591.68,0.0,287591.68,287591.68,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Drenagem,Solatio,Gomes / ORCI,746714.05,249761.51,1860191.44,0.0,0.0,0.0,2856667.0,0.0,2653487.5599999996,2653487.5599999996,203179.4400000004,0.9288753501895739,S,Drenagem Orci Aprovada
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Terraplanagem,Solatio,Baldoni,1363874.17,227336.31,362072.7,34520.64,143748.4,0.0,2131552.2199999997,0.0,2131552.2199999997,2131552.2199999997,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Supressão Vegetal,Solatio,RIMA,18000,82000,0,0.0,0.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,RDR-Rede de Distribuição Rural,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Escopo COMERC,Solatio,0,191453.10000000003,25000,,0.0,0.0,0.0,216453.10000000003,0.0,193415.18000000002,193415.18000000002,23037.920000000013,0.893566227510717,S,Escopo Comerc
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Escopo COMERC - Segurança,Solatio,0,315756.26,0,0,0.0,0.0,0.0,315756.26,0.0,315756.26,315756.26,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Conexão MT - Obras Transferencia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Bases de Contaniers,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - Ase Engenharia,Solatio,Ase Engenharia,1111148.4,216864.51,0,0.0,0.0,0.0,1328012.91,0.0,1300385.25,1300385.25,27627.659999999916,0.9791962413979847,S,Serviços de Construção - Ase Engenharia
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Full EPC - Contrato Sobressalentes,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - NOVA MORADA,Solatio,NOVA MORADA,39532.36,0,0,0.0,0.0,0.0,39532.36,0.0,39532.36,39532.36,0.0,1.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Solatio,Gos Florestal,455040,0,0,0.0,0.0,0.0,455040.0,0.0,455040.0,455040.0,0.0,1.0,S,GOS  -  Esse refere-se ao Contrato aprovado junto com acerto das Drenagens
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Cercamento das bacias de contenção ciclo 2,Solatio,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
60.0,Três Corações 3,MORI MINAS IV,NewCo IV,3,Total,Solatio,,746714.05,249761.51,1860191.44,0.0,0.0,0.0,2856667.0,0.0,2653487.5599999996,2653487.5599999996,203179.4400000004,0.9288753501895739,0,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Conexão AT - Obras,Solatio,MBA,614000,0,0,0.0,0.0,0.0,614000.0,47382.03,566617.9700000001,614000.0000000001,0.0,1.0000000000000002,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Conexão MT - Obras,Solatio,MBA,5248614,-281396,-196337,1240216.78,0.0,0.0,6011097.78,1996765.2400000002,4014332.54,6011097.78,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção,Solatio,GLD,2691000,52647,49665,129712.08,0.0,0.0,2923024.08,842192.46,1539740.4899999998,2381932.9499999997,541091.1300000004,0.8148865301171243,N,Em Processo Judicial
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - Substituição,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Construção - RDA Interno,Solatio,Eletrocamp,475981.2,6400,7304.55,0.0,0.0,0.0,489685.75,0.0,489685.75,489685.75,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Full EPC - Contrato,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Transformadores),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Cabine + Skid),Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Solatio,Romagnole,1166651.72643851,0,0,0.0,0.0,0.0,1166651.72643851,0.0,1166651.72643851,1166651.72643851,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Solatio,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos - Executivos,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos Básica,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Projetos Detalhada,Solatio,GLD,93782.7,33949.33,0,0.0,0.0,0.0,127732.03,0.0,127732.03,127732.03,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Ambiental / Outros,Solatio,Varios,77476.6,0,0,0.0,0.0,0.0,77476.6,0.0,77476.6,77476.6,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Desenvolvimento de projeto - Coordenograma,Solatio, PROJETTI,6206.9,0,0,0.0,0.0,0.0,6206.9,0.0,6206.9,6206.9,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - Supervisório,Solatio,ATI,136155,,0,0.0,0.0,0.0,136155.0,0.0,136155.0,136155.0,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - Estações Solarimétricas,Solatio,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Sistemas de Monitoramento - CFTV,Solatio,Maxvision,309592.85,0,0,0.0,0.0,0.0,309592.85,6604.64,302988.21,309592.85000000003,0.0,1.0000000000000002,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Drenagem,Solatio,THM ENG,656792.75,0,0,0.0,0.0,0.0,656792.75,0.0,656792.75,656792.75,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Terraplanagem,Solatio,Ouropav,1642977.16,122393.69,0,0.0,0.0,0.0,1765370.8499999999,0.0,1765370.85,1765370.85,0.0,1.0000000000000002,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Serviços Auxiliares - Supressão Vegetal,Solatio,Rima,150000,19629.28,15000,0.0,0.0,0.0,184629.28,0.0,184629.28,184629.28,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,RDR-Rede de Distribuição Rural,Solatio,MBA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Escopo COMERC,Solatio,0,631145.1899999998,24000,,0.0,0.0,0.0,655145.1899999998,0.0,632143.9699999999,632143.9699999999,23001.219999999972,0.96489141590126,S,Escopo Comerc
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Escopo COMERC - Segurança,Solatio,0,508150.42000000004,0,0,0.0,0.0,0.0,508150.42000000004,0.0,508150.42000000004,508150.42000000004,0.0,1.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Conexão MT - Obras Transferencia,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Bases de Contaniers,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - Ase Engenharia,Solatio,Ase Engenharia,1404080.5,274036.51,0,0.0,0.0,0.0,1678117.01,0.0,1672603.9799999997,1672603.9799999997,5513.030000000261,0.9967147523282657,S,Serviços de Construção - Ase Engenharia
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Full EPC - Contrato Sobressalentes,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Construção - Serviços de Construção - NOVA MORADA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Solatio,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Solatio,Gos Florestal,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Cercamento das bacias de contenção ciclo 2,Solatio,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
61.0,Ouro Fino 2,MORI MINAS IV,NewCo IV,3,Total,Solatio,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
62.0,Mori II,MORI GERACAO II ,Mori II,0,Conexão AT - Obras,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
62.0,Mori II,MORI GERACAO II ,Mori II,0,Conexão MT - Obras,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
