"                 /;.,   3 ",UFV,CNPJ,Unidade,Frente,Natureza,Portfólio,Fornecedor,Contrato original,Aditivo 1,Aditivo 2,Aditivo 3,Aditivo 4,Aditivo 5,Valor total,FD.Medido,Medição,FD+Medição,Saldo a Medir,Avanço Contratual%,"Pagamento? 
Sim / Não",OBS:
8.0,Patos de Minas 3,MORI GERACAO II ,Mori II,2,Cercamento das bacias de contenção ciclo 2,Mori,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
8.0,Patos de Minas 3,MORI GERACAO II ,Mori II,2,Total,Mori,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Conexão AT - Obras,Mori,MBA,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Conexão MT - Obras,Mori,Engeluz,842100,450000,0,0.0,0.0,0.0,1292100.0,591312.87,700787.13,1292100.0,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção,Mori,Implantar,2474000,335577.48,0,0.0,0.0,0.0,2809577.48,1138808.4700000002,1611054.4500000002,2749862.9200000004,59714.55999999959,0.9787460710996304,N,Em Processo Judicial
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Substituição,Mori,Prumo,2772575,729587.28,0,0.0,0.0,0.0,3502162.2800000003,760370.6700000002,729768.2100000001,1490138.8800000004,2012023.4,0.4254910997442415,N,Em Processo Judicial
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Construção - RDA Interno,Mori,Engeluz,330000,0,0,0.0,0.0,0.0,330000.0,0.0,330000.0,330000.0,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Full EPC - Contrato,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Transformadores),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Mori,Romagnole,1190102.7177580001,0,0,0.0,0.0,0.0,1190102.7177580001,0.0,1190102.7177580001,1190102.7177580001,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Mori,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - Executivos,Mori,Enersolar,36466,5500,0,0.0,0.0,0.0,41966.7,0.0,41966.7,41966.7,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Básica,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Detalhada,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Ambiental / Outros,Mori,Varios,201276.62,0,0,0.0,0.0,0.0,201276.62,0.0,201276.62,201276.62,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Coordenograma,Mori, PROJETTI,6206.9,2281.25,6206.9,0.0,0.0,0.0,14695.05,0.0,14695.05,14695.05,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Supervisório,Mori,ATI,135915.85,,0,0.0,0.0,0.0,135915.85,5821.02,130094.83000000002,135915.85,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Estações Solarimétricas,Mori,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - CFTV,Mori,Maxvision,248414.57,1576.84,0,0.0,0.0,0.0,249991.41,14610.93,235380.48,249991.41,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Drenagem,Mori,EGF / RM SOLAR,610000,174920,0,0.0,0.0,0.0,784920.0,0.0,784920.0,784920.0,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Terraplanagem,Mori,FEITO CONTRATO EPC VP,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Supressão Vegetal,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,RDR-Rede de Distribuição Rural,Mori,Engeluz,235753,0,0,0.0,0.0,0.0,235753.0,0.0,235753.0,235753.0,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Escopo COMERC,Mori,0,634475.12,73000,,0.0,0.0,0.0,707475.12,377281.2,304373.92000000004,681655.1200000001,25819.999999999884,0.9635040169327793,S,Escopo Comerc
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Escopo COMERC - Segurança,Mori,0,195463.97000000003,0,0,0.0,0.0,0.0,195463.97000000003,0.0,195463.97000000003,195463.97000000003,0.0,1.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Conexão MT - Obras Transferencia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Bases de Contaniers,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Ase Engenharia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Full EPC - Contrato Sobressalentes,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - NOVA MORADA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Mori,Gos Florestal,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Cercamento das bacias de contenção ciclo 2,Mori,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
9.0,Patos de Minas 4,MORI GERACAO II ,Mori II,1,Total,Mori,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Conexão AT - Obras,Mori,MBA,400000,0,0,0.0,0.0,0.0,400000.0,15000.0,385000.0,400000.0,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Conexão MT - Obras,Mori,Engeluz,1281000,1919000,0,0.0,0.0,0.0,3200000.0,1874597.4400000002,1325402.56,3200000.0,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção,Mori,Implantar,1338240,0,0,0.0,0.0,0.0,1338240.0,456475.81999999995,878852.26,1335328.08,2911.9199999999255,0.9978240674318508,N,Em Processo Judicial
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Substituição,Mori,Prumo,2334800,361581.72,0,0.0,0.0,0.0,2696381.7199999997,879891.5700000002,1473963.99,2353855.56,342526.1599999997,0.8729682235050905,N,Em Processo Judicial
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Construção - RDA Interno,Mori,Engeluz,330000,0,0,0.0,0.0,0.0,330000.0,140698.23,189301.77,330000.0,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Full EPC - Contrato,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Transformadores),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Mori,Romagnole,842190.896778,0,0,0.0,0.0,0.0,842190.896778,0.0,842190.896778,842190.896778,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Mori,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - Executivos,Mori,Enersolar,36466,0,0,0.0,0.0,0.0,36466.7,0.0,36466.7,36466.7,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Básica,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Detalhada,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Ambiental / Outros,Mori,Varios,136782.78,0,0,0.0,0.0,0.0,136782.78,0.0,136782.78,136782.78,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Coordenograma,Mori, PROJETTI,6206.9,0,0,0.0,0.0,0.0,6206.9,0.0,6206.9,6206.9,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Supervisório,Mori,ATI,126513.39,,0,0.0,0.0,0.0,126513.39,5821.02,120692.37,126513.39,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Estações Solarimétricas,Mori,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - CFTV,Mori,Maxvision,261668.28,1576.84,0,0.0,0.0,0.0,263245.12,11731.21,251513.91,263245.12,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Drenagem,Mori,EGF,478247.64,5828.43,0,0.0,0.0,0.0,484076.07,42301.6,441774.47000000003,484076.07,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Terraplanagem,Mori,FEITO CONTRATO EPC VP,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Supressão Vegetal,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,RDR-Rede de Distribuição Rural,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Escopo COMERC,Mori,0,42503.58,26000,,0.0,0.0,0.0,68503.58,0.0,42503.58,42503.58,26000.0,0.6204577921329075,S,Escopo Comerc
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Escopo COMERC - Segurança,Mori,0,150618.31,0,0,0.0,0.0,0.0,150618.31,0.0,150618.31,150618.31,0.0,1.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Conexão MT - Obras Transferencia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Bases de Contaniers,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Ase Engenharia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Full EPC - Contrato Sobressalentes,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - NOVA MORADA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Mori,Gos Florestal,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Cercamento das bacias de contenção ciclo 2,Mori,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
10.0,Patos de Minas 7,MORI GERACAO II ,Mori II,1,Total,Mori,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Conexão AT - Obras,Mori,MBA,450000,0,0,0.0,0.0,0.0,450000.0,15000.0,435000.0,450000.0,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Conexão MT - Obras,Mori,Engeluz,1116050,2383950,0,0.0,0.0,0.0,3500000.0,2108839.29,1391160.71,3500000.0,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção,Mori,Implantar,1353016.4,51372.82,0,0.0,0.0,0.0,1404389.22,462128.18000000005,915200.7099999998,1377328.89,27060.330000000075,0.9807316023117865,N,Em Processo Judicial
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Substituição,Mori,Prumo,2334800,238886.64,0,0.0,0.0,0.0,2573686.64,705648.2600000001,846671.76,1552320.02,1021366.6200000001,0.6031503586621563,N,Em Processo Judicial
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Construção - RDA Interno,Mori,Engeluz,330000,0,0,0.0,0.0,0.0,330000.0,0.0,330000.0,330000.0,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Full EPC - Contrato,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Transformadores),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Mori,Romagnole,986545.80325,0,0,0.0,0.0,0.0,986545.80325,0.0,986545.80325,986545.80325,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Mori,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - Executivos,Mori,Enersolar,36466,5500,0,0.0,0.0,0.0,41966.7,0.0,41966.7,41966.7,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Básica,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Detalhada,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Ambiental / Outros,Mori,Varios,134801.52000000002,0,0,0.0,0.0,0.0,134801.52000000002,0.0,134801.52000000002,134801.52000000002,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Coordenograma,Mori, PROJETTI,6206.9,0,0,0.0,0.0,0.0,6206.9,0.0,6206.9,6206.9,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Supervisório,Mori,ATI,126513.39,,0,0.0,0.0,0.0,126513.39,5821.02,120692.37,126513.39,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Estações Solarimétricas,Mori,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - CFTV,Mori,Maxvision,238984.98,0,0,0.0,0.0,0.0,238984.98,6633.73,232351.25,238984.98,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Drenagem,Mori,R&M Solar,575255,0,0,0.0,0.0,0.0,575255.0,35000.0,540255.0,575255.0,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Terraplanagem,Mori,FEITO CONTRATO EPC VP,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Supressão Vegetal,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,RDR-Rede de Distribuição Rural,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Escopo COMERC,Mori,0,139648.4,14000,,0.0,0.0,0.0,153648.4,0.0,139648.4,139648.4,14000.0,0.9088828780514473,S,Escopo Comerc
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Escopo COMERC - Segurança,Mori,0,150618.25,0,0,0.0,0.0,0.0,150618.25,0.0,150618.25,150618.25,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Conexão MT - Obras Transferencia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Bases de Contaniers,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Ase Engenharia,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Full EPC - Contrato Sobressalentes,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - NOVA MORADA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - SETTA,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Arctech,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Equipamentos Curva A -  Contrato Sobressalentes - Romagnole,Mori,Onix,70732.41,83038.6,0,0.0,0.0,0.0,153771.01,0.0,153771.01,153771.01,0.0,1.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,GOS FLORESTAL - (PRAD - Recuperação Area Ambiental),Mori,Gos Florestal,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Cercamento das bacias de contenção ciclo 2,Mori,A Definir,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S,Cercamento das bacias de contenção ciclo 2
11.0,Patos de Minas 8,MORI GERACAO II ,Mori II,1,Total,Mori,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Conexão AT - Obras,Mori,MBA,440000.01,0,0,0.0,0.0,0.0,440000.01,113326.76999999999,326673.24,440000.01,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Conexão MT - Obras,Mori,MBA,2400000,-350000,0,0.0,0.0,0.0,2050000.0,332128.87,1717871.13,2050000.0,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção,Mori,Critical PV,581550.83,0,0,0.0,0.0,0.0,581550.83,0.0,581550.83,581550.83,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Construção - Serviços de Construção - Substituição,Mori,Prumo,2334800,266303.7,0,0.0,0.0,0.0,2601103.7,1010204.26,1686313.54,2696517.8,-95414.09999999963,1.0366821591926534,N,Em Processo Judicial
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Construção - RDA Interno,Mori,Engeluz,330000,0,0,0.0,0.0,0.0,330000.0,0.0,329999.99999999994,329999.99999999994,0.0,0.9999999999999998,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Full EPC - Contrato,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Transformadores),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid),Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Equipamentos Curva A - Outros (Cabine + Skid + Transformador),Mori,Romagnole,913828.356824,0,0,0.0,0.0,0.0,913828.356824,0.0,913828.356824,913828.356824,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - (Eng° Proprietario),Mori,LM Eng.,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos - Executivos,Mori,Enersolar,36466,0,0,0.0,0.0,0.0,36466.7,0.0,36466.7,36466.7,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Básica,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Projetos Detalhada,Mori,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Ambiental / Outros,Mori,Varios,79010.69,0,0,0.0,0.0,0.0,79010.69,0.0,79010.69,79010.69,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Desenvolvimento de projeto - Coordenograma,Mori, PROJETTI,6206.9,0,0,0.0,0.0,0.0,6206.9,0.0,6206.9,6206.9,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Supervisório,Mori,ATI,126513.54,,0,0.0,0.0,0.0,126513.54,5821.02,120692.51999999999,126513.54,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - Estações Solarimétricas,Mori,Hukseflux  ,48276.516,0,0,0.0,0.0,0.0,48276.516,0.0,48276.516,48276.516,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Sistemas de Monitoramento - CFTV,Mori,Maxvision,261668.28,0,0,0.0,0.0,0.0,261668.28,15146.21,246522.07,261668.28,0.0,1.0,,
12.0,Patrocínio 2,MORI GERACAO II ,Mori II,1,Serviços Auxiliares - Drenagem,Mori,THM ENG,582000,0,0,0.0,0.0,0.0,582000.0,0.0,582000.0,582000.0,0.0,1.0,,
